"sentiment","content"
"fun","#f soongood luck brawn and mclaren fix up look sharp :p"
"fun","Notebook ...what a marvellous film"
"fun","You follow me , I follow you. As simple as that"
"fun","Enjoying my Mommy Day!!!!"
"fun","please doI'll settle for cheap cider for meeting deadline. Have you seen our new blog at www.havealovelytime.com?"
"fun","Hope all the mums out there had a wonderful daymy kids know me, I got a game for my DS and weights for my wii fit... woo hooo"
"fun","true, depends on the couplePersonally we've found adding more has increased the fun ; increased our bond"
"fun","ahhhaaaaa is gunna get straight back on it!"
"fun","the honesty's to much...........Sorry couldn't resist;)"
"fun","changed my picture on my profile in friendster"
"fun","life is funny and ironic at the same time isn't it?"
"fun","finishing off a quick magazine article for CAP, can't wait to get it done and get back to the book"
"fun","Would applaud self-validation for all sorts of good theological, psychological ; sociological reasons. But agree - lighten up!"
"fun","Gametoday. Oh YA."
"fun","mmmm... looks so yummy! good seeing u"
"fun","derby day! woooo, come on UNITED!"
"fun","mozart's requiem!"
"fun","Just funny sitting here with external keyboard, mouse, and macbook on bedjust looks strange but it's comfortable"
"fun","Just watched Camp RockEating raspberry ripple icecream. Awesome"
"fun","I want to play audition with Anna ~ -mHc-SMOOCH"
"fun","oh oh! that's a nice song!yeah! You ain nuttin budda hawndog!"
"fun","Who's going out tonight? I want to go outxxx"
"fun","John john and I just switched the meaning of PIMP to someone who still pwns at halo when they're wastedhahahaha Another amazing night"
"fun","Next movies for me : Terminator Salvation and Transformers , gonna be a meka spring this year"
"fun","Listening to the new Green Day albumFingers crossed!"
"fun","Fab, eh?Feel free to come along for some pre-epchat and drinks over at Luigi's - http://www.luigis.org.uk tomorrow!"
"fun","http://tr.im/kXCL 'Immigrant hid passport in pants' What a genius."
"fun","look up our youtube JessAndNicoleMusic, we are new, leave comments and subscribethankyou x"
"fun","http://twitpic.com/uzx - haha, his heads bigger than yours! awwwh, lol"
"fun","Yay, so the nekkid writing is working then?You keep warm now! Am in awe of the k - am always cactus by . Good luck"
"fun",": is kickoff. The red cars hopefully"
"fun","haha, not always, just a -day-trip, for a friend. But I've been here some times. That's why I know basic Japanese"
"hate","It is so annoying when she starts typing on her computer in the middle of the night!"
"hate","dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can't watch and code"
"hate","youstinkatrespondingtotexts!"
"hate","don't you hate it when you finish all your work and there's still . hours left of work time"
"hate","Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww."
"hate","im doing that shit right now ... im on vacation and you got me workin"
"hate","cuz airlines are super lame."
"hate","I'm so very tired...and have insomnia."
"hate","I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time."
"hate","i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers."
"hate","think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!"
"hate","aarrgghh - fu*k.....a hose has leaked water all over the new floating floor"
"hate","RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!LIKE IN THE 'S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK"
"hate","I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!"
"hate","Those suck so bad."
"hate","plan may changes , nooooooo"
"hate","time for tv in bed.Then spending all day catching up on studyingi hate online summer classes"
"hate","nightnot talking to my victori'm so bored at night now. grrrr i hate this shit"
"hate","Sooo.....I'm kinda o sick n tired of the bs that guys dish out!!!!!!!!"
"hate","Working late at night on a Dell notebook, Dell's quality has gone down hill, warrenty service sucks too, poor peoplebuy a Mac instead"
"hate","make the most of pork products while you can, they've fucking stopped importing it here in dubai. bad times"
"hate","Doing a mass cleanout of my room before rearranging it. Just sent mother out to buy me a bin and a bookshelf since mine sucks. Bad mood"
"hate","feeling really sickwatching the fifth element, and about to smoke a cigg. ugh i hate colds!"
"hate","Can't access your site!"
"hate","Its so Fucking hot! Damn no air conditioning."
"hate","this sucks i'm tweetless...and i f'n hate money, why does it have to be an issue"
"hate","dam it keeps rainin on me"
"hate","err i think they're likebucks a ticket cause its D too. too expensive"
"hate","Omg grr my parents left probablyminutes ago to belgium and typical i wake up a stupid o'clock"
"hate","and this stupid wireless wont work downstairs"
"hate","it is so unfair that all the good rock shows happen only in B'lore and Pune"
"hate","I really need to sort out a bird table and some feeders - the robins and blue tits are being bullied"
"hate","That sucks to hear. I hate days like that"
"hate","This train is so squeaky its givin me a sore head its bad enough i have to go to work!"
"hate","Downside though is that you're breaking the thread."
"hate","The Taxi Q at Pelangi was super loooong.. and now I'm getting headaches because of the hot-cold transition"
"hate","I would be playing my old rogue but a friend took the account and could not get it back"
"hate","that suckswhat bout kate"
"hate","lol my other tank/dps friend is having the same problem in a different guild.wtf is wrong with this server?"
"hate","i'm so sickbad throat and the WORST toothache.good thing i work in a pharmacy.load me up with drugs!!"
"hate","Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it worthed that much money..hate that hairdresser~~;("
"hate","I'm inclined to think it's stupid."
"hate","Hates untalented bitches being mean to my talented friends"
"hate","thanks dude. Being a low level business man its hard to get normal credit cards..also our place is not listed with any bank"
"hate","why the fuck am I on twitter!!!"
"hate","is tryna find her ayr old junt with ak, stable job, good home with an extra roomme and my baggage..so tired of u young dudes"
"hate","just launched twittix v. - not convinced"
"hate","im gonna die of a heart attack one of these days, if i keep going off to bed this pissed.GGGGGGG'NITEEEEEEEE"
"hate","I hate it when this computer screws up and decides not to play sound on videos"
"hate","Waiting for my driver! Hate to wait!!!!!"
"hate","A central lesson of history is that States are parasites which always expand until they destroy their host population. - Stefan Molyneux"
"hate","aww that sucks"
"hate","again your faulti didnt make u leave"
"hate","got such sore feet"
"hate","So damn tired! Another long day trw!"
"hate","I will never forgive you for burying the erotica. You're snuffing out our love."
"hate","hates typing on a mac. wishing that i'll be done my english essay soon.sleeeepy"
"hate","i hate working, especially when the weather is good"
"hate","my eyes are streaming!! i HATE hayfeverit's so bad even my tablets aren't working!"
"hate","boo you didnt answer my text"
"hate","my mind is racing ... b/c ofwords he wrote.I hate him, but I hate her most. ... and I can't keep from falling for him"
"hate","Bluedart takes a shipment all the way before figuring out &quot;No Deliver&quot; and then bring it back! Databases anyone?"
"hate","Cars been dropped off for service and motgetting the train home! Hate public transport!!"
"hate","Hydro drive abandoned after three miles"
"hate","hmz... second most popular page on this governmental site is thepage... fail"
"hate","firefox ok, but opera and IE - footer is not ok"
"hate","no sorry twitter sucks balls since the replys change#fixreplies"
"hate","Okay I'm seriously bored. I have nothing to do. I can't go out cause it's raining."
"hate","Up earlier because of a stupid orthadontist appointment"
"hate","and the &quot;fuck&quot; was because I dont get my gift!I was SO exited about it, and it was sooo awesome..."
"hate","is not paying ï¿½ per hr for Internet access so may be limited to Twitter via txt"
"hate","I remember when Vanessa first stepped on to the scene. She would give it up to the paps!Now shesfamous I guess. Use us, abuse us!"
"hate","Was woken up by my screamin lil nefuew"
"hate","As predicted i feel lyk shitgahh i hate bein ill!! At wrk tweet lata xx"
"hate","I feel so useless"
"hate","awhile ago it freaking hot! now it's wetturn off!"
"hate","Ojee! That sucks..."
"hate","Anyone got any remedies for neck pain? Haven't been able to turn my head properly without a bad twinge for a few days now"
"hate","I can't sleep ugh!! and I have shit to do all damn day tomorrow. Wanting to take a sleeping pill but I know Ill get up late"
"hate","Hates headaches! Maybe I'm not ready to rock"
"hate","It was an app that changed your wallpaper to one of several hundred at random intervals. It's hard to find good wallpapers."
"hate","trying to get used to twitter, i have a cold"
"hate","preparing for my spanish.. BAAAAAAAAAAH"
"hate","I am so damn hungry it's not even funny!"
"hate","What a gorgeous day!! And I'm going to be stuck in a lab for the nexthours or so"
"hate","i'm sick of waking up and feeling exhausted"
"hate","hate this fucking cold. i can't stop sneezing. and claratyne only works for an hr or"
"hate","i take it you're not a fan"
"hate","i can't studyyyyyyyyyyyyyyyyyyyyyyyyyi have an exam tom"
"hate","sick of having constant bad dreamsgrr"
"hate","What can you say about Jayk??I'm pretty pissed at pretty much everything right now"
"hate","trying to draw some manga/anime for our new website ... very bad idea!http://bit.ly/kiOv"
"hate","don't want to go!!!"
"hate","yes indeed, makes it a bitch to try and design universally"
"hate","IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :["
"hate","I can't view anything, Gerald. Not only am I banned, I can't even read the damn place."
"hate","http://bit.ly/HEU- don't judge me. tucking myself in tonightmogwai on repeat"
"hate","Why do I have to enter my registration details every time I update?"
"hate","i had terrible trouble with 'sp' words as a child, would drop the 's' pider, pade etc, needed lessons. bad memories"
"hate","Oh stop boasting already.I've got a horrible piece o' crap cellphone.*pulls a tongue*"
"hate","I can't think of a way to express inchars how disspointed I am with the advertising on Lifehacker's Why I Didn't Buy A Mac article."
"hate","want to read twilight all day, not work at the stupid cher function"
"hate","What's sad is that I actually had to google that term. That sucks, tho."
"hate","suffering benadryl hangover this morning and a killer headache.... ugh!"
"hate","Awww I HATE that one!!"
"hate","sorry paul scheuring, but prison break series finale sucked... in so many levels"
"hate","ugh damn! my usual babysitters graduation is on Wednesday and I just got a meeting request from my boss during her graduation"
"hate","&quot;I'm giving up on you. I don't care how you mess up your life now.&quot;... :'("
"hate","My generation is too fucking apathetic to party down in the desert. + knows how to have fun and my age group is generation myspace?"
"hate","I never get invited to go anywhere"
"hate","Sighs, well I accidentally clicked back space on my mouse"
"hate","I hate packing"
"hate","Seems like everyone I know is asking for computer help...kill me now"
"hate","When r these DAMN exams ever gone b over and done with?i wanna b out in the sun"
"hate","Can I get some gd news for gods sake"
"hate","Right, fuck the whole Twitter silence experiment. The last four days have been murder with the inability to mouth off"
"hate","THE SUN IS SHINING&lt; THE SKY IS FACKING BLUE&lt; TELETUBBIES? I HAVE TO FUCKING WORK."
"hate","I'm a minute in and I want to strangle the used car salesman doing the presentation. Is he related to the ShamWOW guy?"
"hate","Im sure theppl who came in after me will be seen by a dentist before I will"
"hate","Gain an instant follower, just use the #tits tag in a tweet. WTF? Lesson learned, Summer of Todd to get a new *official* tag."
"hate","Stuck in an office, red hot"
"hate","Really?degrees as the high and I'm on my way to work?!?hagg lake tomorrow is going to be especially bomb sauce!!"
"hate","http://twitpic.com/mw - My poor car"
"hate","I have myclassfuckin school! what time you work wed? if jade comes ima have to get her in antioch at amtrak."
"hate","Some idiot just crashed into me on his bike.Now my bike has a small dent in it and I have to buy a new set of pedals"
"hate","Locked out of my fucking house!"
"hate","Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visibledamn Microsoft..."
"hate","i hate feeling like this about himi need a break away from everyone... as soon as exams are over i'm defo off to portsmouth for a bit"
"hate","I really like how the weather widget on imac and iphone always predict different weather...not!"
"hate","not a fan"
"hate","Kyles going out of town this weekendplay time wif my fwiends. Rawrrr."
"hate","my internet is being a ***** again!!! wtf. i think im gonna sleep afterward. internet is driving me crazyyy!"
"hate","Back in Glasgow, stuck in traffic on the M"
"hate","omgsh i knowi'm dealing with that rite now. its no fun!"
"hate","I hate going to the drjust wastedhour and a half for them to say my back pain is probly depression or stress. Duhh! I need it fixed"
"hate","FML. . .i have the worst paper cut on my knuckle from all the papers i was handling. i hat this damn research paper!!!"
"hate","lousy mofo landlord.need to focus on kid's packing but cant . nevermind sew sleeping bag"
"hate","FACT : iHate DirecTV OnDemand w/a passion that burns w/the white hot intensity ofsuns. FACT : iMiss Comcast. Like a lot"
"hate","I was awoken by loud banging and it continues all dayGood thing I got an early rest last night!"
"hate","it so sucks not having fast internetdial up sucks everything takes to long to load no way i would have won"
"hate","my thoughts exactly re: leaving mydogs. They al hate when they see the luggage come out"
"hate","Amen to that! My vitamins made me so illI felt better before i started taking them!"
"hate","I hate when it's cloudy. I either want it to be all sunny or raining. It's cloudy"
"hate","I have had it with job hunting. I try all day and nothing worksI bet I couldn't even work at the strip club because of my cider belly!"
"hate",":-S weirdo leave him alone"
"hate","u suck! had i went to jail i couldnt tweet anymore"
"hate","Just got woken up by my mom... Our ENTIRE first floor is flooded. All our furniture, curtains, moms expensive rugs.... Soaked and ruined"
"hate","bugger didn't know thatshame people have to stick there nose in!"
"hate","I HATE FLORISTSNo rose for cassadee tomorrow now =/ fricken fag florist people ={ hmm..need something else...hmm..."
"hate","not impressed....! it might go away if you complain too much!x"
"hate","i hate my new section this school year.. huhu.."
"hate","Stupid kubuntu keeps on freezing on me. I thought linux never freezes"
"hate","'s going to Disney World, lucky bitch."
"hate","GIVE A HATER A Hug ? Why would you do that? I don't like mwean people"
"hate","it's not working here"
"hate","Stupid MSN It wont let me onnnn"
"hate","Ooo you is back!Good time? and argh! It hurtssssssssssssssssssssssssssssssssss!Xx Hate headaches!"
"hate","me too i hate revision"
"hate","no news on the kid. They can't find the parent!"
"hate","stupid HIP!! I hate you!! And I can't even break in my new kicks!!!GRRRR!"
"hate","We waste way too much paper @ the office... for nothing worthy, that almost disgust me"
"hate","You look nothing like your Twitter avatar!"
"hate","hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its goneGA on my mind"
"hate","i have geographie nextand I HATE IT!!!!!!!"
"hate","I hate that I am so stinkin tired everyday!It's so hard to get up...I thought I was supposed to start getting energy back now."
"hate","Is waiting, yet again. please, just let this to be over"
"hate","Shower. Then back to bed. So sick still."
"hate",":nou moe... stomme banken/crisis shit :S"
"hate","That link isn't working for me for some reason"
"hate","Just dropped my sistah off @ lax.#fb"
"hate","So boooooredI learned this though! ????????"
"hate","i want a ghd straightener but the shipping costspounds? NO DEAL!"
"hate","I've been waiting about the same time to get in, its whenever they feel like it..."
"hate","its not a starfleet oneits not even a romulin oneits like the random one i dont remember ha. and you cant wear it! lame"
"hate","lol... i've been in Bk for over a year... going onand u haven't come yet!!!"
"hate","Frustrating when u r in the mood, but your partner is at work. Ugh!"
"hate","Ugh i hate not having my car!! i miss you my little ford focus!!!"
"hate","i'm getting ready for tonight (teachers dinner on the beach!) but it's raining and i hate this!"
"hate","Damn, need to replace MacBook display. CHFfor work and hardware - almost half of the MB price"
"hate","hates putting in new contacts"
"hate","English exam! Bleh i hate vocab"
"hate","my keys were cracking and crap. I kind of miss my old phone already."
"hate","Too hot. Station isn't packed but train packed. No windows open on train. Roasted sardines."
"hate","Haha k we should stop here. If not, it's going to turn into a bitching section. Ohwell, my parents just came home"
"hate","My TweetDeck is languishing in API Hell. Again."
"hate","u guys are soo unfair smh..."
"hate","Oh god, a moth was living in a fucking power outlet!(Actually, my PowerSquid.)"
"hate","me too. I hate my computer so much.."
"hate","my feet are cold.....i hate when my feet get cold"
"hate","my zoids torrent crashed afterhours of downloading.it was only % done at that time, because apparently i'm the only zoids fan ever."
"hate","projects suck"
"hate","And my basketball is flat and there was a massive spider in my pavement chalksNow the sun has gone in. FML."
"hate","if I do that, I'll have no pc"
"hate","its awful. Xxxx"
"hate","Oh, I forget things you see. Ahah. I hated that! It creeped me out."
"hate","Waiting in a long line at chick-fil-a"
"hate","I need a blankiethis trains an icebox"
"hate","That sucks."
"hate","why the hell is it raining!! i hate the rain."
"hate","Twenty minutes on a fucking call you would think that the person would mention there is already a trouble ticket investigating the issue"
"hate","ahh I hate being sickWatching atonement! and sleeping"
"hate","ebay should just die! after not using my account foryears, i cant unlock it. and their support is dead, aka: auto-hello-scripts"
"hate","this is a travesty"
"hate","left school just now. my new dress broke, the strap ripped off"
"hate","Got the keys to my new flat - gorgeous weather for weekend - and i'm spending it &quot;PACKING&quot;"
"hate","Just got to workToday is going to be another long ass day!"
"hate","Walking to class. I hate not having a bike....especially mine."
"hate","last night in corkand come tomorrow i wont even remember it... double sad facehaha... in the words on lily allen.. NOT FAIR!"
"hate","Grrr..stupid internet connection ruined a great scrabble game"
"hate","WHATS THE VIDEO?? I CANT WATCH IT!"
"hate","The trains turned into a microwave"
"hate","Going to shawnee........I hate the long drive there...i just want to get all this paper work over with"
"hate","i was sent home yest from work, when in again today but feel like hell and burning up with a high temp, got it off hubby"
"hate","So hot today =_=don't like it and i hate my new timetable, having such a bad week"
"hate","ALL white shoes make me cringe. White shoes give me pause."
"hate","My mouth hurts from this stupid retainer!!"
"hate","is fed up of stupid bots adding me"
"hate","Just finished reading Chuck Palahniuk's &quot;Pygmy&quot; and kind of hated it. I'm really disappointed; I had pretty high hopes for this one."
"hate","you are a slow answerer!"
"hate","You and your Yuotube links.DENIED at work."
"hate","#itsucks when everyone but the one i want to text me is texting me!"
"hate","ï¿½anisalovesu me too. I am so so upset,especially because i fear i won't get a Jared hug tomorrow"
"hate","sometimes i got tired dealing with my own dilemmas.."
"hate","Shit. My friend's in such a state and I don't know how to help him. Nothing I say seems to be helping and I wish I knew what to say"
"hate","oh! Yeah,your mom told be about that.I thought you meant his twitter ID ; I was very confused. That sucks. Sick."
"hate","Ughh. That Miley creature song has infested itself in my brain!"
"hate","hates these khaki pants! project to do todayy"
"hate","Dear Allergies.. i hate you.. please go away...love always... your victim.."
"hate","i JUST fucking cleaned the whole kitchen....and the asshole comes home ; is going to make a mess of it...my mom didn't even get to see it"
"hate","John making me wear a mask and gloves at work cause I'm sick. Says he doesn't want to catch swine flu.http://yfrog.com/mxjj"
"hate","hates the everything aboutseafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh..."
"hate","I want to shoot Viva Hate... this is only the second time since I got my new camera I've had a chance, and the other was pitch black"
"hate","I don't like the heat, as global warming will eventually destroy the Earth, and the sun will inevitably eat up our planet,grim"
"hate","Ey boy!! I canï¿½t see the video because youtube says me :The vid is private. Why?I want to see it. Besos grandes guapo!!"
"hate","Ugh.. Fricken Internet is down. Can do likework without it. I want back in college just for the connection"
"hate","I really ain't woth a f*ck. I can't do anythin right.What's wrong with me?"
"hate","Almost all are here now! Tomorrow atwe start! km's of mud- http://mobypicture.com/?zxt"
"hate","Ready to kill myselfi hate history"
"hate","not funny he profiled my ass. Like wtf? I'm still kinda heated. Ugh"
"hate","haha that sucks! actually mine is worse. mines ft matheww"
"hate","lif's unfair....luk wat it did to ma frend...i m so hating it"
"hate","wow. i just install twitter fox. I am tired to keep refresh my browser"
"hate","DIDO &quot;USLittle Gods&quot; http://ow.ly/UIn &quot;Just this moment/ Let it all stop here/ I've had my fill&quot;...words that make you panic..."
"hate","specially when you're already burneded. wore mums shoes as well, and now im all blistered. it sucks balls.."
"hate","Well its a good thing ''march'' wasnt very long and i didnt like it...cuz its deleted. Ugh"
"hate","I so hate riding the bus. ) It's a damn sauna in the summer! ) Like could it kill the guy a few seats up to shower once a month??"
"hate","Hates having broken wrist and has PE next ugh"
"hate","I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY."
"hate","why botherat celebs? eh? cause it's almost like talking to them"
"hate","Hey ugh im sick and its summar !"
"hate","u know wut devy dev it sure does suck havin no ID!! My weekends r gone miserable forweeks so drinkme plz!!"
"hate","of my most hated jobs. Clipping coupons ; going thru house, topbottom ; making grocery list. Took forever ; now major shopping trip"
"hate","I hate this weatheri wanna bake"
"hate","Left &quot;Up&quot; due to out-of-focus projection.Hopefully my complaints to theater management will get it fixed for everyone else still there."
"hate","LMAO! ugh i know, i need to sleep the Qdoba off before i do all that workin out. and no, ur pic doesnt show"
"hate","lolll, i cba to get the sun stuff and i forgot that the back of my leg wouldnt gwt tanned lol. it hurts sooo bad right now"
"hate","its a travesty, no? and, the people who are doing this said they'd THINK about involving joss whedon!!!!"
"hate","ughh on the phone with HP!"
"hate","Funerals are no bueno"
"hate","Getting AxKit running on Ubuntu . is making my head explode."
"hate","i hateeeeeeeeee telemarketers!!!!! gotten aboutphone calls today from them and its onlyin the afternoon!!"
"hate","this week has been awful."
"hate","Have to keep bumping the mouse so my computer doesn't go to sleep. No Internet accessNo files to work on. Slowest Friday eeeeevvveeerrrr"
"hate","The new tecas driver license design is ugly"
"hate","I hate snood. lol. sorrryi dont know how people play it!"
"hate","Dont you hate when u take a bite of an apple and its nasty?im a very sad panda now"
"hate","I don't want to quit my job."
"hate","wheres the music mannnn!!?? my inbox is still empty"
"hate","I really don't like this weather"
"hate","well twitter doesn't even work from my phone anymore"
"hate","think so.. although think i am being ignored! not a good day"
"hate","Friday has a whole different meaning when you have to work Saturday and Sunday"
"hate","Just realised i am a very angry person in georgia. Too groggy and uncomfortable and i still haven't driven!"
"hate","My ear are popping."
"hate","pure twittering my friendshe's a pure nymph or summmit. I'm FANTABULOUS. miss yeees guys."
"hate","It tells me I'm not a member of the private betaand I'm not going to just start pretending to assassinate people"
"hate","So freaking tired. I want my sleep pattern to be normal"
"hate","my new dress looks sort of...horriblehttp://twitpic.com/mdc"
"hate","The weather is gross outside. It puts me in a bad mood."
"hate","I want too soo bad, I hate missing GUMBO, but I have a shoot tommorrow that I have to be at for :.So No GUMBO for me...."
"hate","MAD AS HELL! SOMEONE STOLE MY PINK ; BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAYBUT TO GOD BE THE GLORY, HE'LL BLESS ME ABUNDANTLY"
"hate","Phone disconnects my internet. Right in the middle of an uber.Also, first Tweet from inside of Steam."
"hate","Happyb out of school!!!!!!! People just piss me off sometimes"
"hate","Hating GCSE geography"
"hate","ooo my goddddd; vodafone trouble. no network"
"hate","Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workinova a week now"
"hate","does not like ups much today..."
"hate","im trying to put up a pic but it wont work!!!!"
"hate","you didnt even send me a nice bid#twpp"
"hate","I hate tomtom. City traffic sucks"
"hate","I just ate some burgers from Jack In The Box and im not sure if I want to continue eating burgers"
"hate","**i hate my hair hiss tee, I feel like I shuld hang out in the ghetto wid dis style"
"hate","The new resigned cricinfo : http://tinyurl.com/mxlcuvI hate change"
"hate","This chair is not comfortable at all"
"hate","sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas d posterthe dude wasnt there but im.."
"hate","The new redesigned cricinfo : http://tinyurl.com/mxlcuv I hate change"
"hate","EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CAN'T THAT DOE'T WORK AT ME I'M #FRUSTRADED :@"
"hate","being surrounded by student houses having barbecues and playing shit music is hardly conducive to a good job-applying frame of mind"
"hate","Headed to Parking Facilities to turn in permit renewal. Not being across from the breakroom means I check snailmail once a month."
"hate","; I got too much work to do"
"hate","ummm. no it didnt work so i guess im stuck with this uglyonee"
"hate","damn, for reals? wtf"
"hate","Bubbletweet hates me"
"hate","are you on about BGT im not watching it tonight i cbamy mates where on it on tuesdayxx"
"hate","@ coming to work w/ a rag on your head."
"hate","There areother Drs. in the office and only mine does thisIt drives me nuts, especially when it is an appt. for my kids."
"hate","Ugh, i hate waiting in airports. I couldn't find a seat near an outlet either."
"hate","I've come to the conclusion that lemongrass chicken tastes like lysol -so much for lunch!"
"hate","dammit - I slept in; now I have even less weekend to enjoy- off to Azeroth bbl!"
"hate","Oh same here, can't believe they killed him off!Hate Stringer now!"
"hate","I think I did okay on my Math Test today. I really really really hope I did. If I didn't I swear I will get SO mad at myslef."
"hate","cold,so cold fuck!"
"hate","Aww that sucks"
"hate","ok so this eye doctor guy is taking forever and i'm sitting in a cold room by myself...what? A jerk!"
"hate","Musem equaled FAIL!!!!! hall of fucking life was closed cause of construction"
"hate","Why are CDs in HMV so overpriced? ï¿½. for ? I hate having no money"
"hate","you didn't come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that's boring"
"hate","oh no, gotta fillout more paperwork for my new job, daayum, this is going to take a while!"
"hate","depressed; my best friends pissed @ me"
"hate","On the subject of frosty beer - My bloody fridge has conked and my beer is warm"
"hate","enjoying a fresh mango bubble-tea slushbut still at work"
"hate","I hate that you can't edit loose-in-the-tweetisphere tweets, as you always notice spelling mistakes a millisecond after clicking 'update'"
"hate","Mad because quizanswer on the BET Ford Fusion sweepstakes are all wrong"
"hate","Fuck the day flies when u gotthings to do and onlyhours to do it in!!"
"hate","Well off the clock twitter friends. Sidenote: I hate commuting in heavy rain"
"hate","only gets spam in her college email account now. What a way to rub in graduation."
"hate","i hate the tremors!!!!!! stupid meds."
"hate","I hate that Costco always costs us so much money"
"hate","that's a given bitch cuz ill be thereme &gt; vegas... actually not"
"hate","oops too late"
"hate","lunch was depressing! All the seinors were balling! Really sad."
"hate","Sittin through this boring ass conference call... Then i get to go home n nap *{missinalot}*"
"hate","waiting -&gt; gg is loading ...annoying!"
"hate","so cool! if only i could call! my phone won't let me calll the number!"
"hate","It's car crash tv at it's worst."
"hate","Needs to 'unfollow' some tweeps, its not that I dislike you but I can't keep up with you tweeting literally everyminutes! Sorry"
"hate","My car might have to be totaled"
"hate","why you never answer me..wath i say to you"
"hate","ughh feel rubbish"
"hate","Work till ..then dreadful tv shopping cause mine broke"
"hate","did your car get towed? Thats what happened to redgie's car last time he went thereanother reason why i don't like splashtown"
"hate","I always want to be perfect. Thatï¿½s so hard cause I even know that itï¿½s impossible. ..."
"hate","Damn it. Totally gutted I decided not to go out tonight. Roni Size is DJing"
"hate","At the art all state. I feel very sick."
"hate","I went over the limit for actions per hour for twitter clients.i hate that limit."
"hate","it sux ur so it a diff country"
"hate","swoobs and swass.... why the hell is air not on TODAY when I am packingblech"
"hate","I kno I kknow ... sigh... been on. but it sux"
"hate","WORSE FUCKING DAY EVERRRR.Tonight better make up for today"
"hate","types too fast for her own good. and has been craving pizza for + wks. GAH i hate not having a job i want pizza!lmaoz why me?!"
"hate","Ugh, okay I'm going to go shower nowand then shopping with mommy, let's hope I don't pass the fuck out."
"hate","don't feel too bad i just had a burrito from there and it kinda sucked."
"hate","school and the guy i like was talking to the girl i cant stand at all!!ppl are just sooo...ughhhh!!"
"hate","Facebook decided I'm annoying or abusive because I add lots of friends. At least I have no distractions from coursework now..."
"hate","At home now. Feeling very tired. I want to take a nap but I can't."
"hate","THIS TWITTER SHIT KAN EAT THE GUN NOW ....AN I DON'T EVEN BE GOIN IN SMFH, OVER REACTINNOTHIN, I NEEDSTAY STRONG"
"hate","what?really? That suckshttp://myloc.me/Yy"
"hate","Sunburn hurts!"
"hate","I think the UPS web site hates me now. Still no Brewing supply package.Held hostage at work by slow UPS delivery"
"hate","really? I hate the mobile twitter..its hard to tweet with a sidekick"
"hate","frustrated by my stupid iPhone I need a blackberry!!!!"
"hate","I hate watching the News. Why do such awful things happen?"
"hate","unfort, i can't DM you b/c ur not following me"
"hate","i will push it into the sea for you"
"hate","Oh insomnia, I hate you. I'm bored of staring at my ceiling, cano go sleepnow please?"
"hate","I'm dying to read it!I hate England."
"hate","I'm really mad at the world today. Today is just a sucky day."
"hate","Agreed! Though Eclipse apps hinder collecting the heap dump by catching OOME. Had to muck about in JConsole"
"hate","Hates that my a.c doesn't work! Its so hot"
"hate","Assembling/ figuring out this new alarm daddy gave me - SOOO loudI think I blew out my ear drum"
"hate","Yes, they can, but the selection is arbitrarily and severely limited because of nonstandardized copyright laws."
"hate","im so not feelinq this huqe ass pimple smack in the middle of my doom. it aint riqht man"
"hate","ugh! Fuck it. Today doesn't look like it's going to worki'm sorry"
"hate","Princess Sakura is MINEtherefor i want to use it on TJ! grr"
"hate","someone hates me"
"hate","I have to go clothes shopping tomorrowI hate it, but I have a serious &quot;clothes falling apart&quot; situation here."
"hate","I want to hit that"
"hate","WHAT'S WRONG WITH ECHO? NOOOO!I'll kill that lady!"
"hate","when you haven't had one in over a week! that was a really mean joke he just played on me!"
"hate","ugh but they are so unattractive! u might as well drink from a regular glass. i really dont like them"
"hate","I h this weather!! It's the be gloomy ; rainy all weekend"
"hate","I think I've got invisible glass shards in my hands cause my fingers keep having painful pokey feelings"
"hate","About to be stick at work till freakinam.Madd suck and I worked most the day!"
"hate","People are just pisssing me offf. Ugh"
